SOURCE_ROW_NUMBER,listing_id,price,PRICE_FILTER_MODE,USED_FOR_TRAIN,EXCLUSION_REASON,PCS_DATE
6601,19325558,189000,BASELINE,Y,,2026-09-18
6602,18430593,795000,BASELINE,Y,,2026-09-18
6603,18799239,329000,BASELINE,Y,,2026-09-18
6604,19044285,1780000,BASELINE,Y,,2026-09-18
6605,19170811,259000,BASELINE,Y,,2026-09-18
6606,16754910,950000,BASELINE,Y,,2026-09-18
6607,19155275,5190000,BASELINE,Y,,2026-09-18
6608,19164168,628000,BASELINE,Y,,2026-09-18
6609,18955777,979000,BASELINE,Y,,2026-09-18
6610,18868821,899000,BASELINE,Y,,2026-09-18
6611,18688056,1098000,BASELINE,Y,,2026-09-18
6612,18732947,2380000,BASELINE,Y,,2026-09-18
6613,19180366,555000,BASELINE,Y,,2026-09-18
6614,15659946,1390000,BASELINE,Y,,2026-09-18
6615,19227002,219000,BASELINE,Y,,2026-09-18
6616,19274711,615000,BASELINE,Y,,2026-09-18
6617,18413877,445000,BASELINE,Y,,2026-09-18
6618,19325488,2490000,BASELINE,Y,,2026-09-18
6619,18618980,515000,BASELINE,Y,,2026-09-18
6620,18817322,569000,BASELINE,Y,,2026-09-18
6621,18695283,619000,BASELINE,Y,,2026-09-18
6622,19160621,389000,BASELINE,Y,,2026-09-18
6623,19203787,569000,BASELINE,Y,,2026-09-18
6624,18623926,425000,BASELINE,Y,,2026-09-18
6625,19174487,459000,BASELINE,Y,,2026-09-18
6626,19152170,199000,BASELINE,Y,,2026-09-18
6627,19244826,639000,BASELINE,Y,,2026-09-18
6628,19244947,309000,BASELINE,Y,,2026-09-18
6629,19311065,229000,BASELINE,Y,,2026-09-18
6630,18809768,379000,BASELINE,Y,,2026-09-18
6631,19123989,1790000,BASELINE,Y,,2026-09-18
6632,19038249,1688000,BASELINE,Y,,2026-09-18
6633,19103784,1200000,BASELINE,Y,,2026-09-18
6634,17323963,299000,BASELINE,Y,,2026-09-18
6635,19031894,90000,BASELINE,Y,,2026-09-18
6636,19031657,770000,BASELINE,Y,,2026-09-18
6637,19030904,149000,BASELINE,Y,,2026-09-18
6638,19029965,135000,BASELINE,Y,,2026-09-18
6639,18806924,459000,BASELINE,Y,,2026-09-18
6640,19004409,799000,BASELINE,Y,,2026-09-18
6641,18974678,329000,BASELINE,Y,,2026-09-18
6642,19194769,599000,BASELINE,Y,,2026-09-18
6643,19065785,679000,BASELINE,Y,,2026-09-18
6644,17763282,799000,BASELINE,Y,,2026-09-18
6645,18771646,479000,BASELINE,Y,,2026-09-18
6646,19173789,375000,BASELINE,Y,,2026-09-18
6647,19150582,1190000,BASELINE,Y,,2026-09-18
6648,18947614,999000,BASELINE,Y,,2026-09-18
6649,18878127,1390000,BASELINE,Y,,2026-09-18
6650,18477865,899000,BASELINE,Y,,2026-09-18
6651,19097411,899000,BASELINE,Y,,2026-09-18
6652,17792977,799000,BASELINE,Y,,2026-09-18
6653,19153381,1150000,BASELINE,Y,,2026-09-18
6654,19004741,1680000,BASELINE,Y,,2026-09-18
6655,18744548,399000,BASELINE,Y,,2026-09-18
6656,17342653,2298000,BASELINE,Y,,2026-09-18
6657,18992767,249000,BASELINE,Y,,2026-09-18
6658,19316913,155000,BASELINE,Y,,2026-09-18
6659,19324155,199000,BASELINE,Y,,2026-09-18
6660,19324133,339000,BASELINE,Y,,2026-09-18
6661,19324117,210000,BASELINE,Y,,2026-09-18
6662,19324090,198000,BASELINE,Y,,2026-09-18
6663,19324064,429000,BASELINE,Y,,2026-09-18
6664,19231311,659000,BASELINE,Y,,2026-09-18
6665,19061697,889000,BASELINE,Y,,2026-09-18
6666,18982731,629000,BASELINE,Y,,2026-09-18
6667,19175965,859000,BASELINE,Y,,2026-09-18
6668,19213862,749000,BASELINE,Y,,2026-09-18
6669,18971429,429000,BASELINE,Y,,2026-09-18
6670,19213025,1459000,BASELINE,Y,,2026-09-18
6671,18771688,859000,BASELINE,Y,,2026-09-18
6672,18456032,1049000,BASELINE,Y,,2026-09-18
6673,18697558,1595000,BASELINE,Y,,2026-09-18
6674,19325357,989000,BASELINE,Y,,2026-09-18
6675,19295393,399000,BASELINE,Y,,2026-09-18
6676,19218830,679000,BASELINE,Y,,2026-09-18
6677,19218589,550000,BASELINE,Y,,2026-09-18
6678,19223572,1040000,BASELINE,Y,,2026-09-18
6679,19266882,3390000,BASELINE,Y,,2026-09-18
6680,19052989,749000,BASELINE,Y,,2026-09-18
6681,19203489,790000,BASELINE,Y,,2026-09-18
6682,19198606,999000,BASELINE,Y,,2026-09-18
6683,18984363,489000,BASELINE,Y,,2026-09-18
6684,19032448,2199000,BASELINE,Y,,2026-09-18
6685,19052947,399000,BASELINE,Y,,2026-09-18
6686,19318283,160000,BASELINE,Y,,2026-09-18
6687,19223170,4650000,BASELINE,Y,,2026-09-18
6688,19224433,3700000,BASELINE,Y,,2026-09-18
6689,19226750,1790000,BASELINE,Y,,2026-09-18
6690,19226625,2190000,BASELINE,Y,,2026-09-18
6691,19224229,1190000,BASELINE,Y,,2026-09-18
6692,19315354,649800,BASELINE,Y,,2026-09-18
6693,19271438,419000,BASELINE,Y,,2026-09-18
6694,19281787,699000,BASELINE,Y,,2026-09-18
6695,19249951,100000,BASELINE,Y,,2026-09-18
6696,19244022,999000,BASELINE,Y,,2026-09-18
6697,19046927,219000,BASELINE,Y,,2026-09-18
6698,18357212,420000,BASELINE,Y,,2026-09-18
6699,19218147,649000,BASELINE,Y,,2026-09-18
6700,19198097,159000,BASELINE,Y,,2026-09-18
6701,19271792,750000,BASELINE,Y,,2026-09-18
6702,19265050,439000,BASELINE,Y,,2026-09-18
6703,18728553,629000,BASELINE,Y,,2026-09-18
6704,19212127,780000,BASELINE,Y,,2026-09-18
6705,19170432,250000,BASELINE,Y,,2026-09-18
6706,12853684,2390000,BASELINE,Y,,2026-09-18
6707,18904365,187000,BASELINE,Y,,2026-09-18
6708,18819047,124000,BASELINE,Y,,2026-09-18
6709,19208976,195000,BASELINE,Y,,2026-09-18
6710,19080057,189000,BASELINE,Y,,2026-09-18
6711,19027176,675000,BASELINE,Y,,2026-09-18
6712,18930139,175000,BASELINE,Y,,2026-09-18
6713,19130138,189000,BASELINE,Y,,2026-09-18
6714,18938224,115000,BASELINE,Y,,2026-09-18
6715,19277792,879000,BASELINE,Y,,2026-09-18
6716,18912691,209000,BASELINE,Y,,2026-09-18
6717,19164704,290000,BASELINE,Y,,2026-09-18
6718,19320716,799000,BASELINE,Y,,2026-09-18
6719,19301185,479000,BASELINE,Y,,2026-09-18
6720,19094317,969000,BASELINE,Y,,2026-09-18
6721,19040580,269000,BASELINE,Y,,2026-09-18
6722,18847719,455000,BASELINE,Y,,2026-09-18
6723,19216186,399000,BASELINE,Y,,2026-09-18
6724,19312657,95000,BASELINE,Y,,2026-09-18
6725,19249341,799000,BASELINE,Y,,2026-09-18
6726,15038317,399000,BASELINE,Y,,2026-09-18
6727,19303234,459000,BASELINE,Y,,2026-09-18
6728,19071451,315000,BASELINE,Y,,2026-09-18
6729,18816994,320000,BASELINE,Y,,2026-09-18
6730,19212011,620000,BASELINE,Y,,2026-09-18
6731,19325141,329000,BASELINE,Y,,2026-09-18
6732,19268202,68000,BASELINE,Y,,2026-09-18
6733,19325071,469000,BASELINE,Y,,2026-09-18
6734,19051326,469000,BASELINE,Y,,2026-09-18
6735,18424831,579000,BASELINE,Y,,2026-09-18
6736,18847419,1550000,BASELINE,Y,,2026-09-18
6737,19068094,445000,BASELINE,Y,,2026-09-18
6738,19290521,775000,BASELINE,Y,,2026-09-18
6739,19308559,395000,BASELINE,Y,,2026-09-18
6740,18553707,429000,BASELINE,Y,,2026-09-18
6741,18684257,335000,BASELINE,Y,,2026-09-18
6742,18875050,789000,BASELINE,Y,,2026-09-18
6743,18603688,389000,BASELINE,Y,,2026-09-18
6744,18644004,475000,BASELINE,Y,,2026-09-18
6745,19277506,809000,BASELINE,Y,,2026-09-18
6746,19244187,180000,BASELINE,Y,,2026-09-18
6747,18961544,1399000,BASELINE,Y,,2026-09-18
6748,18935105,788000,BASELINE,Y,,2026-09-18
6749,19280555,329000,BASELINE,Y,,2026-09-18
6750,19295081,299000,BASELINE,Y,,2026-09-18
6751,18909977,489000,BASELINE,Y,,2026-09-18
6752,18808143,379000,BASELINE,Y,,2026-09-18
6753,19019864,729000,BASELINE,Y,,2026-09-18
6754,19325007,690000,BASELINE,Y,,2026-09-18
6755,19324990,489000,BASELINE,Y,,2026-09-18
6756,19174170,259000,BASELINE,Y,,2026-09-18
6757,19261471,959000,BASELINE,Y,,2026-09-18
6758,19281313,509000,BASELINE,Y,,2026-09-18
6759,19312518,389000,BASELINE,Y,,2026-09-18
6760,19070420,869000,BASELINE,Y,,2026-09-18
6761,19177221,463000,BASELINE,Y,,2026-09-18
6762,19298399,289000,BASELINE,Y,,2026-09-18
6763,19051100,545000,BASELINE,Y,,2026-09-18
6764,18695937,299000,BASELINE,Y,,2026-09-18
6765,19314122,949000,BASELINE,Y,,2026-09-18
6766,19216007,250000,BASELINE,Y,,2026-09-18
6767,19279212,499000,BASELINE,Y,,2026-09-18
6768,19141540,619000,BASELINE,Y,,2026-09-18
6769,19047935,1030000,BASELINE,Y,,2026-09-18
6770,19045422,1800000,BASELINE,Y,,2026-09-18
6771,19184411,599000,BASELINE,Y,,2026-09-18
6772,19270042,2100000,BASELINE,Y,,2026-09-18
6773,19065238,550000,BASELINE,Y,,2026-09-18
6774,15384134,688000,BASELINE,Y,,2026-09-18
6775,8750278,538000,BASELINE,Y,,2026-09-18
6776,13411013,958000,BASELINE,Y,,2026-09-18
6777,12309699,928000,BASELINE,Y,,2026-09-18
6778,12797884,1598000,BASELINE,Y,,2026-09-18
6779,13118892,898000,BASELINE,Y,,2026-09-18
6780,17600170,678000,BASELINE,Y,,2026-09-18
6781,15294885,618000,BASELINE,Y,,2026-09-18
6782,18841247,1598000,BASELINE,Y,,2026-09-18
6783,13273112,328000,BASELINE,Y,,2026-09-18
6784,11426582,318000,BASELINE,Y,,2026-09-18
6785,15080455,878000,BASELINE,Y,,2026-09-18
6786,10252547,878000,BASELINE,Y,,2026-09-18
6787,13618177,488000,BASELINE,Y,,2026-09-18
6788,18929281,688000,BASELINE,Y,,2026-09-18
6789,19114619,125000,BASELINE,Y,,2026-09-18
6790,18841342,1258000,BASELINE,Y,,2026-09-18
6791,18350973,878000,BASELINE,Y,,2026-09-18
6792,18929404,588000,BASELINE,Y,,2026-09-18
6793,15954680,598000,BASELINE,Y,,2026-09-18
6794,15383922,468000,BASELINE,Y,,2026-09-18
6795,16054128,1558000,BASELINE,Y,,2026-09-18
6796,12566381,698000,BASELINE,Y,,2026-09-18
6797,18964972,828000,BASELINE,Y,,2026-09-18
6798,15737577,558000,BASELINE,Y,,2026-09-18
6799,11021800,558000,BASELINE,Y,,2026-09-18
6800,18865635,1698000,BASELINE,Y,,2026-09-18
6801,18865497,2188000,BASELINE,Y,,2026-09-18
6802,18864080,1738000,BASELINE,Y,,2026-09-18
6803,19090384,2129000,BASELINE,Y,,2026-09-18
6804,17414094,1498000,BASELINE,Y,,2026-09-18
6805,18898882,1799000,BASELINE,Y,,2026-09-18
6806,18351010,518000,BASELINE,Y,,2026-09-18
6807,17414301,808000,BASELINE,Y,,2026-09-18
6808,12378395,758000,BASELINE,Y,,2026-09-18
6809,18981885,1739000,BASELINE,Y,,2026-09-18
6810,18859536,489000,BASELINE,Y,,2026-09-18
6811,12159117,738000,BASELINE,Y,,2026-09-18
6812,18865544,1458000,BASELINE,Y,,2026-09-18
6813,18642438,1238000,BASELINE,Y,,2026-09-18
6814,16998272,1598000,BASELINE,Y,,2026-09-18
6815,19297966,1950000,BASELINE,Y,,2026-09-18
6816,19093889,519900,BASELINE,Y,,2026-09-18
6817,19324819,399000,BASELINE,Y,,2026-09-18
6818,19315001,899000,BASELINE,Y,,2026-09-18
6819,18285618,5900000,BASELINE,Y,,2026-09-18
6820,19071192,599999,BASELINE,Y,,2026-09-18
6821,18718334,1099000,BASELINE,Y,,2026-09-18
6822,19289923,275000,BASELINE,Y,,2026-09-18
6823,19040956,629000,BASELINE,Y,,2026-09-18
6824,19183670,1650000,BASELINE,Y,,2026-09-18
6825,19177454,399000,BASELINE,Y,,2026-09-18
6826,19299161,460000,BASELINE,Y,,2026-09-18
6827,19296520,249000,BASELINE,Y,,2026-09-18
6828,19274122,799000,BASELINE,Y,,2026-09-18
6829,19294512,709000,BASELINE,Y,,2026-09-18
6830,19280307,299000,BASELINE,Y,,2026-09-18
6831,19314596,549000,BASELINE,Y,,2026-09-18
6832,19320441,189000,BASELINE,Y,,2026-09-18
6833,18010994,399000,BASELINE,Y,,2026-09-18
6834,18339531,499000,BASELINE,Y,,2026-09-18
6835,19008314,639000,BASELINE,Y,,2026-09-18
6836,19299957,450000,BASELINE,Y,,2026-09-18
6837,19155850,739000,BASELINE,Y,,2026-09-18
6838,19320739,399000,BASELINE,Y,,2026-09-18
6839,19324739,359000,BASELINE,Y,,2026-09-18
6840,19021582,869000,BASELINE,Y,,2026-09-18
6841,19192757,369000,BASELINE,Y,,2026-09-18
6842,19233184,220000,BASELINE,Y,,2026-09-18
6843,18363652,759000,BASELINE,Y,,2026-09-18
6844,19050177,459000,BASELINE,Y,,2026-09-18
6845,19021437,949000,BASELINE,Y,,2026-09-18
6846,19275029,499000,BASELINE,Y,,2026-09-18
6847,19152733,839000,BASELINE,Y,,2026-09-18
6848,19152738,699000,BASELINE,Y,,2026-09-18
6849,19230924,1099000,BASELINE,Y,,2026-09-18
6850,19155811,559000,BASELINE,Y,,2026-09-18
6851,19119461,429000,BASELINE,Y,,2026-09-18
6852,18995308,509000,BASELINE,Y,,2026-09-18
6853,18847025,1960000,BASELINE,Y,,2026-09-18
6854,19182578,729000,BASELINE,Y,,2026-09-18
6855,19159588,789000,BASELINE,Y,,2026-09-18
6856,19057959,729000,BASELINE,Y,,2026-09-18
6857,8055575,920000,BASELINE,Y,,2026-09-18
6858,19324670,629000,BASELINE,Y,,2026-09-18
6859,19258479,1280000,BASELINE,Y,,2026-09-18
6860,19258925,529000,BASELINE,Y,,2026-09-18
6861,19171360,599000,BASELINE,Y,,2026-09-18
6862,19272698,320000,BASELINE,Y,,2026-09-18
6863,18822490,635000,BASELINE,Y,,2026-09-18
6864,19123114,698000,BASELINE,Y,,2026-09-18
6865,19117258,299000,BASELINE,Y,,2026-09-18
6866,19217531,769000,BASELINE,Y,,2026-09-18
6867,19324649,954000,BASELINE,Y,,2026-09-18
6868,19315608,709000,BASELINE,Y,,2026-09-18
6869,19077470,430000,BASELINE,Y,,2026-09-18
6870,19258236,170000,BASELINE,Y,,2026-09-18
6871,19319357,349000,BASELINE,Y,,2026-09-18
6872,19143525,429000,BASELINE,Y,,2026-09-18
6873,19117690,1460000,BASELINE,Y,,2026-09-18
6874,19202025,420000,BASELINE,Y,,2026-09-18
6875,19037123,250000,BASELINE,Y,,2026-09-18
6876,19246067,500000,BASELINE,Y,,2026-09-18
6877,19321590,780000,BASELINE,Y,,2026-09-18
6878,19090438,2090000,BASELINE,Y,,2026-09-18
6879,19211765,1100000,BASELINE,Y,,2026-09-18
6880,19323555,239000,BASELINE,Y,,2026-09-18
6881,19182642,180000,BASELINE,Y,,2026-09-18
6882,19147196,450000,BASELINE,Y,,2026-09-18
6883,19283644,629000,BASELINE,Y,,2026-09-18
6884,19248909,500000,BASELINE,Y,,2026-09-18
6885,19253249,100000,BASELINE,Y,,2026-09-18
6886,19294748,4500000,BASELINE,Y,,2026-09-18
6887,19207004,5050000,BASELINE,Y,,2026-09-18
6888,19077657,300000,BASELINE,Y,,2026-09-18
6889,19316413,299000,BASELINE,Y,,2026-09-18
6890,18605695,459000,BASELINE,Y,,2026-09-18
6891,19284921,799000,BASELINE,Y,,2026-09-18
6892,17730911,119000,BASELINE,Y,,2026-09-18
6893,18232309,790000,BASELINE,Y,,2026-09-18
6894,19244005,2050000,BASELINE,Y,,2026-09-18
6895,19237262,599000,BASELINE,Y,,2026-09-18
6896,19185467,479000,BASELINE,Y,,2026-09-18
6897,19121750,629000,BASELINE,Y,,2026-09-18
6898,19297000,79000,BASELINE,Y,,2026-09-18
6899,19192597,498000,BASELINE,Y,,2026-09-18
6900,19047568,925000,BASELINE,Y,,2026-09-18
6901,19271366,2990000,BASELINE,Y,,2026-09-18
6902,19204506,430000,BASELINE,Y,,2026-09-18
6903,19252135,1080000,BASELINE,Y,,2026-09-18
6904,19239893,199000,BASELINE,Y,,2026-09-18
6905,19184582,290000,BASELINE,Y,,2026-09-18
6906,19165459,35000,BASELINE,Y,,2026-09-18
6907,19226090,379000,BASELINE,Y,,2026-09-18
6908,19116255,685000,BASELINE,Y,,2026-09-18
6909,19166514,269000,BASELINE,Y,,2026-09-18
6910,19299126,1290000,BASELINE,Y,,2026-09-18
6911,18156123,539000,BASELINE,Y,,2026-09-18
6912,19153406,129000,BASELINE,Y,,2026-09-18
6913,19103877,1600000,BASELINE,Y,,2026-09-18
6914,19273621,580000,BASELINE,Y,,2026-09-18
6915,18819160,330000,BASELINE,Y,,2026-09-18
6916,18983288,1199000,BASELINE,Y,,2026-09-18
6917,19249962,299000,BASELINE,Y,,2026-09-18
6918,19292536,699900,BASELINE,Y,,2026-09-18
6919,19222865,385000,BASELINE,Y,,2026-09-18
6920,19300806,369000,BASELINE,Y,,2026-09-18
6921,11925956,210000,BASELINE,Y,,2026-09-18
6922,19127523,750000,BASELINE,Y,,2026-09-18
6923,19195473,189000,BASELINE,Y,,2026-09-18
6924,17761698,189000,BASELINE,Y,,2026-09-18
6925,15698838,950000,BASELINE,Y,,2026-09-18
6926,19092271,289000,BASELINE,Y,,2026-09-18
6927,19147008,140000,BASELINE,Y,,2026-09-18
6928,19057581,1090000,BASELINE,Y,,2026-09-18
6929,19322567,695000,BASELINE,Y,,2026-09-18
6930,19124713,450000,BASELINE,Y,,2026-09-18
6931,12380672,1090000,BASELINE,Y,,2026-09-18
6932,18618189,695000,BASELINE,Y,,2026-09-18
6933,19155821,309000,BASELINE,Y,,2026-09-18
6934,19225225,299000,BASELINE,Y,,2026-09-18
6935,19316315,240000,BASELINE,Y,,2026-09-18
6936,19314481,279000,BASELINE,Y,,2026-09-18
6937,18895076,1999000,BASELINE,Y,,2026-09-18
6938,19058729,470000,BASELINE,Y,,2026-09-18
6939,19220015,940000,BASELINE,Y,,2026-09-18
6940,19272531,1150000,BASELINE,Y,,2026-09-18
6941,18628501,699000,BASELINE,Y,,2026-09-18
6942,19145077,269999,BASELINE,Y,,2026-09-18
6943,19146628,130000,BASELINE,Y,,2026-09-18
6944,19020395,538000,BASELINE,Y,,2026-09-18
6945,19324489,275000,BASELINE,Y,,2026-09-18
6946,19324486,419000,BASELINE,Y,,2026-09-18
6947,19324485,439000,BASELINE,Y,,2026-09-18
6948,19324484,339000,BASELINE,Y,,2026-09-18
6949,19262149,990000,BASELINE,Y,,2026-09-18
6950,19127747,388000,BASELINE,Y,,2026-09-18
6951,19324449,139000,BASELINE,Y,,2026-09-18
6952,18955113,399000,BASELINE,Y,,2026-09-18
6953,18155508,369000,BASELINE,Y,,2026-09-18
6954,17748325,869000,BASELINE,Y,,2026-09-18
6955,18639110,378000,BASELINE,Y,,2026-09-18
6956,19184763,558000,BASELINE,Y,,2026-09-18
6957,19059149,558000,BASELINE,Y,,2026-09-18
6958,19324394,809000,BASELINE,Y,,2026-09-18
6959,19212987,699000,BASELINE,Y,,2026-09-18
6960,19179290,559000,BASELINE,Y,,2026-09-18
6961,19213045,389000,BASELINE,Y,,2026-09-18
6962,19213001,869000,BASELINE,Y,,2026-09-18
6963,19179273,649000,BASELINE,Y,,2026-09-18
6964,19324370,1499000,BASELINE,Y,,2026-09-18
6965,19168766,629000,BASELINE,Y,,2026-09-18
6966,19276226,789000,BASELINE,Y,,2026-09-18
6967,19201597,429000,BASELINE,Y,,2026-09-18
6968,18817737,378000,BASELINE,Y,,2026-09-18
6969,19032053,378000,BASELINE,Y,,2026-09-18
6970,19023370,338000,BASELINE,Y,,2026-09-18
6971,17761025,649000,BASELINE,Y,,2026-09-18
6972,18930680,569000,BASELINE,Y,,2026-09-18
6973,18831505,439000,BASELINE,Y,,2026-09-18
6974,18334416,449000,BASELINE,Y,,2026-09-18
6975,18585674,399000,BASELINE,Y,,2026-09-18
6976,18733178,649000,BASELINE,Y,,2026-09-18
6977,18807524,429000,BASELINE,Y,,2026-09-18
6978,19324310,869000,BASELINE,Y,,2026-09-18
6979,14553251,598000,BASELINE,Y,,2026-09-18
6980,9839656,998000,BASELINE,Y,,2026-09-18
6981,18855454,269000,BASELINE,Y,,2026-09-18
6982,18829480,639000,BASELINE,Y,,2026-09-18
6983,19229510,699000,BASELINE,Y,,2026-09-18
6984,19043900,459000,BASELINE,Y,,2026-09-18
6985,19323730,689000,BASELINE,Y,,2026-09-18
6986,18818908,899000,BASELINE,Y,,2026-09-18
6987,19102067,999000,BASELINE,Y,,2026-09-18
6988,19323846,339000,BASELINE,Y,,2026-09-18
6989,17285471,329000,BASELINE,Y,,2026-09-18
6990,19150919,459000,BASELINE,Y,,2026-09-18
6991,19324228,679000,BASELINE,Y,,2026-09-18
6992,19265906,699000,BASELINE,Y,,2026-09-18
6993,19213041,389000,BASELINE,Y,,2026-09-18
6994,18836765,537000,BASELINE,Y,,2026-09-18
6995,19125743,327000,BASELINE,Y,,2026-09-18
6996,19152579,457000,BASELINE,Y,,2026-09-18
6997,19180539,367000,BASELINE,Y,,2026-09-18
6998,19190868,1290000,BASELINE,Y,,2026-09-18
6999,19065617,699000,BASELINE,Y,,2026-09-18
7000,18657723,449000,BASELINE,Y,,2026-09-18
7001,18825978,599000,BASELINE,Y,,2026-09-18
7002,19323803,875000,BASELINE,Y,,2026-09-18
7003,19267019,279000,BASELINE,Y,,2026-09-18
7004,16878435,299000,BASELINE,Y,,2026-09-18
7005,18652840,329000,BASELINE,Y,,2026-09-18
7006,19215821,759000,BASELINE,Y,,2026-09-18
7007,19324088,375000,BASELINE,Y,,2026-09-18
7008,19312585,385000,BASELINE,Y,,2026-09-18
7009,19302931,309000,BASELINE,Y,,2026-09-18
7010,19299829,599000,BASELINE,Y,,2026-09-18
7011,19295337,1590000,BASELINE,Y,,2026-09-18
7012,19021313,499000,BASELINE,Y,,2026-09-18
7013,18236856,399000,BASELINE,Y,,2026-09-18
7014,19055413,819000,BASELINE,Y,,2026-09-18
7015,19040470,499000,BASELINE,Y,,2026-09-18
7016,18900140,299000,BASELINE,Y,,2026-09-18
7017,19318473,299000,BASELINE,Y,,2026-09-18
7018,18109893,279000,BASELINE,Y,,2026-09-18
7019,18520527,499000,BASELINE,Y,,2026-09-18
7020,19204565,355000,BASELINE,Y,,2026-09-18
7021,19211641,335000,BASELINE,Y,,2026-09-18
7022,19299415,590000,BASELINE,Y,,2026-09-18
7023,18684445,859000,BASELINE,Y,,2026-09-18
7024,19113102,538000,BASELINE,Y,,2026-09-18
7025,19324007,639000,BASELINE,Y,,2026-09-18
7026,19255501,125000,BASELINE,Y,,2026-09-18
7027,19324001,538000,BASELINE,Y,,2026-09-18
7028,16076715,899000,BASELINE,Y,,2026-09-18
7029,18751016,299000,BASELINE,Y,,2026-09-18
7030,19323959,149000,BASELINE,Y,,2026-09-18
7031,18748167,669000,BASELINE,Y,,2026-09-18
7032,18969323,399000,BASELINE,Y,,2026-09-18
7033,19323941,2150000,BASELINE,Y,,2026-09-18
7034,19228942,1250000,BASELINE,Y,,2026-09-18
7035,17975783,789000,BASELINE,Y,,2026-09-18
7036,19323928,219000,BASELINE,Y,,2026-09-18
7037,19257276,499000,BASELINE,Y,,2026-09-18
7038,18665832,234000,BASELINE,Y,,2026-09-18
7039,18019075,959000,BASELINE,Y,,2026-09-18
7040,18657831,459000,BASELINE,Y,,2026-09-18
7041,19182248,869000,BASELINE,Y,,2026-09-18
7042,19078495,919000,BASELINE,Y,,2026-09-18
7043,19146544,2999000,BASELINE,Y,,2026-09-18
7044,19280590,939000,BASELINE,Y,,2026-09-18
7045,19270443,589000,BASELINE,Y,,2026-09-18
7046,18478002,499000,BASELINE,Y,,2026-09-18
7047,18739690,859000,BASELINE,Y,,2026-09-18
7048,19277507,1890000,BASELINE,Y,,2026-09-18
7049,19215905,469000,BASELINE,Y,,2026-09-18
7050,18920763,549000,BASELINE,Y,,2026-09-18
7051,18742672,649000,BASELINE,Y,,2026-09-18
7052,18621857,799000,BASELINE,Y,,2026-09-18
7053,19301056,1419000,BASELINE,Y,,2026-09-18
7054,19282695,79000,BASELINE,Y,,2026-09-18
7055,19098374,168000,BASELINE,Y,,2026-09-18
7056,18645239,1539000,BASELINE,Y,,2026-09-18
7057,18860079,1790000,BASELINE,Y,,2026-09-18
7058,18385550,3790000,BASELINE,Y,,2026-09-18
7059,18996267,1690000,BASELINE,Y,,2026-09-18
7060,18806145,1790000,BASELINE,Y,,2026-09-18
7061,18772897,1539000,BASELINE,Y,,2026-09-18
7062,19323740,398000,BASELINE,Y,,2026-09-18
7063,18941713,369000,BASELINE,Y,,2026-09-18
7064,19213004,879000,BASELINE,Y,,2026-09-18
7065,19285247,1680000,BASELINE,Y,,2026-09-18
7066,19285273,429000,BASELINE,Y,,2026-09-18
7067,19323688,299000,BASELINE,Y,,2026-09-18
7068,18807713,498000,BASELINE,Y,,2026-09-18
7069,19295061,508000,BASELINE,Y,,2026-09-18
7070,19268801,858000,BASELINE,Y,,2026-09-18
7071,19253781,418000,BASELINE,Y,,2026-09-18
7072,19215163,398000,BASELINE,Y,,2026-09-18
7073,19323661,458000,BASELINE,Y,,2026-09-18
7074,19323645,328000,BASELINE,Y,,2026-09-18
7075,19323635,739000,BASELINE,Y,,2026-09-18
7076,9545908,469000,BASELINE,Y,,2026-09-18
7077,16393732,359000,BASELINE,Y,,2026-09-18
7078,19058595,339000,BASELINE,Y,,2026-09-18
7079,19323607,859000,BASELINE,Y,,2026-09-18
7080,19323606,569000,BASELINE,Y,,2026-09-18
7081,19323577,430000,BASELINE,Y,,2026-09-18
7082,19323576,320000,BASELINE,Y,,2026-09-18
7083,19237494,999000,BASELINE,Y,,2026-09-18
7084,18683524,599000,BASELINE,Y,,2026-09-18
7085,19323514,228000,BASELINE,Y,,2026-09-18
7086,7035695,449000,BASELINE,Y,,2026-09-18
7087,18565012,269000,BASELINE,Y,,2026-09-18
7088,18677847,269000,BASELINE,Y,,2026-09-18
7089,17410912,229000,BASELINE,Y,,2026-09-18
7090,19102239,249000,BASELINE,Y,,2026-09-18
7091,18836731,288000,BASELINE,Y,,2026-09-18
7092,19306261,1349000,BASELINE,Y,,2026-09-18
7093,19323403,399000,BASELINE,Y,,2026-09-18
7094,19323389,549000,BASELINE,Y,,2026-09-18
7095,18834158,749000,BASELINE,Y,,2026-09-18
7096,18825609,449000,BASELINE,Y,,2026-09-18
7097,19323217,858000,BASELINE,Y,,2026-09-18
7098,18393220,539000,BASELINE,Y,,2026-09-18
7099,19323279,599000,BASELINE,Y,,2026-09-18
7100,18758042,594000,BASELINE,Y,,2026-09-18
7101,19069428,464000,BASELINE,Y,,2026-09-18
7102,18625425,239000,BASELINE,Y,,2026-09-18
7103,19024433,294000,BASELINE,Y,,2026-09-18
7104,18849617,394000,BASELINE,Y,,2026-09-18
7105,18940332,324000,BASELINE,Y,,2026-09-18
7106,19114501,494000,BASELINE,Y,,2026-09-18
7107,18986658,390000,BASELINE,Y,,2026-09-18
7108,18752021,718000,BASELINE,Y,,2026-09-18
7109,19147253,2118000,BASELINE,Y,,2026-09-18
7110,19147244,888000,BASELINE,Y,,2026-09-18
7111,18563149,1298000,BASELINE,Y,,2026-09-18
7112,19111778,1790000,BASELINE,Y,,2026-09-18
